SrNo,nims_id,CRAMMER_NAME,circuit_action_type,tiger_id,customer_name,service_type,VIZNET_ID_,provisioner_name,order_issued_date
199,MMBX-MMBX HME-VMU DL72IROAMB,MUMB/MMBX/VSNL/IND*MUMB/MMBX/VSNL/IND 64K0056,Provide,798408,11776 - PT TELEKOMUNIKASI SELULAR (TELKOMSEL),VTS,,ANVERMA,05-12-2015 11:00:23
200,NDLX-NV7X 30NROAMP134A,NDLH/NDLX/VSNL/IND*NDLH/NV7X/VSNL/IND 30N0025,Provide,798412,11776 - PT TELEKOMUNIKASI SELULAR (TELKOMSEL),SCCP,341879,ANVERMA,05-12-2015 10:07:23
201,MMBX-MMBX S8D-VMU DL71IROAMA,MUMB/MMBX/VSNL/IND*MUMB/MMBX/VSNL/IND 64K0049,Provide,798408,11776 - PT TELEKOMUNIKASI SELULAR (TELKOMSEL),VTS,,ANVERMA,05-12-2015 10:49:41
202,MMBX-MMBX 30NLIM301B,MUMB/MMBX/VSNL/IND*MUMB/MMBX/VSNL/IND 30N0147,Provide,798412,11776 - PT TELEKOMUNIKASI SELULAR (TELKOMSEL),SCCP,340264,ANVERMA,05-12-2015 10:44:14
203,NW8X-XBQX OF006,NYKC/NW8X/TGBUS/USA*SING/XBQX/XDFGD/SGP OTS000006,Provide,694088,26211 - TATA - BB IP4755,*N/A*,,SMAHAMUN,02-09-2013 15:18:31
204,46AX-A56X NP14,ATLA/A56X/TGBUS/USA*ATLA/46AX/IVAKA/USA NP0014,Modify,816842,"23694 - AKAMAI TECHNOLOGIES, INC.",INET,,MNIBRAD,05-03-2016 11:05:10
205,BCMX-P5GX OMS011,CDOX/BCMX/GMCR/PHL*CDOX/P5GX/GMCR/PHL OMS0011,Provide,799587,10234 - GLOBE TELECOM INC.,IRU,,AKARMUR,04-02-2016 06:44:47
206,BCMX-P5GX OMS021,CDOX/BCMX/GMCR/PHL*CDOX/P5GX/GMCR/PHL OMS0021,Provide,799586,10234 - GLOBE TELECOM INC.,IRU,,AKARMUR,11-02-2016 06:52:13
207,GHSX-P5GX 10G008,CDOX/P5GX/GMCR/PHL*TOKY/GHSX/GMCR/JPN 10G0008,Provide,799423,10234 - GLOBE TELECOM INC.,IRU,,AKARMUR,10-02-2016 10:12:42
208,F2CX-UZMX SPVLAN0001,FRKF/F2CX/IIX/DEU*FRKF/UZMX/ADMBH/DEU SPVLAN0001,Reroute,819324,23450 - AMADEUS DATA PROCESSING GMBH  ,GLOBETH,,YSOMI,16-03-2016 11:33:39
209,529X-UZNX 100M0001,ERDI/529X/ADMBH/DEU*FRKF/UZNX/ADMBH/DEU 100M0001,Reroute,819322,23450 - AMADEUS DATA PROCESSING GMBH  ,GLOBETH,,YSOMI,16-03-2016 10:51:05
210,GP0X-GQ3X 10G002,PRLD/GP0X/PRISE/USA*TOYH/GQ3X/PRISE/JPN 10G0003,Cancel,819163,25680 - GOOGLE INC,GSM,,SUDSHIND,16-03-2016 08:41:19
211,NYYX-Q7NX 24N007,NYKC/NYYX/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0019,Cancel,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,08-03-2016 13:58:15
212,NYYX-Q7NX 24N010,NYKC/NYYX/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0022,Cancel,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,08-03-2016 14:00:11
213,NYYX-Q7NX 24N006,NYKC/NYYX/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0018,Cancel,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,09-03-2016 10:11:13
214,NW8X-Q7NX 24N009,NYKC/NW8X/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0012,Provide,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,15-03-2016 09:20:30
215,NYYX-Q7NX 24N022,NYKC/NYYX/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0014,Cancel,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,09-03-2016 10:06:17
216,NYYX-Q7NX 24N005,NYKC/NYYX/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0017,Cancel,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,09-03-2016 10:07:45
217,NYYX-Q7NX 24N004,NYKC/NYYX/TGBUS/USA*NYKC/Q7NX/AUXIB/USA 24N0016,Cancel,818461,24107 - JOHN KEELLS BPO SOLUTIONS INDIA PRIVATE LI,ENTVTS,,AMRITJAD,09-03-2016 10:07:10
218,S7NX-SVWX 30N031,SING/SVWX/VSNLS/SGP*SRBA/S7NX/NIKAS/IDN 30N0004,Cancel,804130,20494 - PT TELEKOMUNIKASI INDONESIA INTERNATIONAL,VTSPREM,,ROVARADE,27-01-2016 13:36:52
219,S7NX-SVWX 30N032,SING/SVWX/VSNLS/SGP*SRBA/S7NX/NIKAS/IDN 30N0005,Cancel,804130,20494 - PT TELEKOMUNIKASI INDONESIA INTERNATIONAL,VTSPREM,,ROVARADE,27-01-2016 13:36:43
220,B2GX-SVWX 30N014,JAKT/B2GX/NIKAS/IDN*SING/SVWX/VSNLS/SGP 30N0001,Cancel,804130,20494 - PT TELEKOMUNIKASI INDONESIA INTERNATIONAL,VTSPREM,,ROVARADE,27-01-2016 13:34:35
221,MLVX-YJ9X 1G0001,DBAI/YJ9X/JAUGA/UAE*MUMB/MLVX/VSNL/IND 1G0001,Reroute,816598,24048 - Jaguar Land Rover Limited,GSM,,NTHENGAD,16-03-2016 06:54:09
222,MTTX-N9FX 24N058,MTRL/MTTX/TGB/CAN*NWRK/N9FX/FRC/USA 24N0079,Provide,786233,10182 - GLOBAL CROSSING,VTS,,PMORASAK,06-11-2015 09:53:45
223,1M5X-NW8X 24N002,NYKC/1M5X/TRIPC/USA*NYKC/NW8X/TGBUS/USA 24N0002,Provide,813028,23536 - MAKE MY TRIP INC,ENTVTS,,PMORASAK,25-01-2016 14:27:25
224,1M5X-NYYX 24N004,NYKC/1M5X/TRIPC/USA*NYKC/NYYX/TGBUS/USA 24N0002,Cancel,813028,23536 - MAKE MY TRIP INC,ENTVTS,,PMORASAK,25-01-2016 14:27:34
225,NW8X-NW8X 1S0144,NYKC/NW8X/TGBUS/USA*NYKC/NW8X/TGBUS/USA 1S0144,Reroute,813324,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,TNYPPEP,09-03-2016 17:42:08
226,NW8X-NW8X 1S0145,NYKC/NW8X/TGBUS/USA*NYKC/NW8X/TGBUS/USA 1S0145,Reroute,813324,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,TNYPPEP,17-03-2016 17:58:02
227,NYYX-NYYX OTS349,NYKC/NYYX/TGBUS/USA*NYKC/NYYX/TGBUS/USA OTS000620,Cancel,818715,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KBHOWMIK,15-03-2016 12:25:27
228,NYYX-NYYX OTS1502,NYKC/NYYX/TGBUS/USA*NYKC/NYYX/TGBUS/USA OTS000621,Cancel,818715,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KBHOWMIK,15-03-2016 12:25:01
229,NW8X-NW8X OF4354,NYKC/NW8X/TGBUS/USA*NYKC/NW8X/TGBUS/USA OTS004354,Cancel,814683,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,TNYPPEP,17-02-2016 18:05:27
230,NYYX-NYYX OTS2782,NYKC/NYYX/TGBUS/USA*NYKC/NYYX/TGBUS/USA OTS000130,Cancel,818716,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KBHOWMIK,15-03-2016 06:53:11
231,P44X-WV1X CEVLAN010,PUNE/P44X/SANCH/IND*WALL/WV1X/TGBUS/USA CEVLAN0010,Provide,811249,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KKHADE,11-03-2016 13:50:47
232,NW8X-WV1X NP26,NYKC/NW8X/TGBUS/USA*WALL/WV1X/TGBUS/USA CEVLAN0026,Provide,749357,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,AKARMUR,06-10-2014 08:32:13
233,NJYX-WYMX 1T3,NWRK/NJYX/TGBUS/USA*WAHX/WYMX/MFS/USA 630N0001,Cancel,818716,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KBHOWMIK,15-03-2016 06:50:00
234,LAAX-LAAX TUG3S003,LOSA/LAAX/TGBUS/USA*LOSA/LAAX/TGBUS/USA VC3S0116,Reroute,804724,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,RCHAKRAD,19-01-2016 13:29:51
235,LHXX-MTTX VC4S005,LNDN/LHXX/TGBUK/GBR*MTRL/MTTX/TGB/CAN VC4S0004,Reroute,817818,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,16-03-2016 16:48:35
236,NYYX-TTTX VC4S402,NYKC/NYYX/TGBUS/USA*SCRB/TTTX/TGB/CAN VC4S0003,Cancel,818715,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KBHOWMIK,15-03-2016 12:30:12
237,8TUX-SVWX 64S-UP1.1,SING/8TUX/VSNLS/SGP*SING/SVWX/VSNLS/SGP 64V4C0001,Provide,760638,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,MUGILANR,02-03-2015 08:24:42
238,NW8X-NW8X VC3S213-3TJ,NYKC/NW8X/TGBUS/USA*NYKC/NW8X/TGBUS/USA VC3S0097,Provide,805165,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASHANDHA,18-02-2016 08:10:50
239,LHXX-MOYX 30N009,LNDN/LHXX/TGBUK/GBR*MSCW/MOYX/MZT/RUS 30N0009,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:08:01
240,LHXX-MOYX 30N008,LNDN/LHXX/TGBUK/GBR*MSCW/MOYX/MZT/RUS 30N0008,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:07:34
241,LHXX-MOYX 30N007,LNDN/LHXX/TGBUK/GBR*MSCW/MOYX/MZT/RUS 30N0007,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:07:19
242,LHXX-MOYX 30N005,LNDN/LHXX/TGBUK/GBR*MSCW/MOYX/MZT/RUS 30N0005,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:06:26
243,LHXX-MOYX 30N004,LNDN/LHXX/TGBUK/GBR*MSCW/MOYX/MZT/RUS 30N0004,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:06:11
244,NJYX-WV1X VC4S001/DCN,NWRK/NJYX/TGBUS/USA*WALL/WV1X/TGBUS/USA VC4S0004,Reroute,819775,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,21-03-2016 15:01:21
245,LHXX-MMKX 30N003,LNDN/LHXX/TGBUK/GBR*MNSK/MMKX/MPTIB/BLR 30N0003,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:01:13
246,NW8X-NYYX VC3S0045,NYKC/NYYX/TGBUS/USA*NYKC/NW8X/TGBUS/USA VC3S0021,Provide,795892,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,23-09-2015 11:31:16
247,NW8X-NYYX VC3S0035,NYKC/NYYX/TGBUS/USA*NYKC/NW8X/TGBUS/USA VC3S0011,Provide,795892,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,23-09-2015 11:30:39
248,NW8X-NYYX VC3S0042,NYKC/NYYX/TGBUS/USA*NYKC/NW8X/TGBUS/USA VC3S0018,Provide,795892,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,23-09-2015 11:31:05
249,NW8X-NYYX VC3S0038,NYKC/NYYX/TGBUS/USA*NYKC/NW8X/TGBUS/USA VC3S0014,Provide,795892,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,23-09-2015 11:30:50
250,NW8X-WV1X CEVLAN033,NYKC/NW8X/TGBUS/USA*WALL/WV1X/TGBUS/USA CEVLAN0033,Provide,811808,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASHANDHA,08-02-2016 12:24:40
251,NW8X-NYYX VC3S0025,NYKC/NYYX/TGBUS/USA*NYKC/NW8X/TGBUS/USA VC3S0001,Provide,795892,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,23-09-2015 11:30:02
252,SV8X-SV8X NP1,HIBR/SV8X/TGBUK/GBR*HIBR/SV8X/TGBUK/GBR CEVLAN0001,Provide,749357,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,AKARMUR,06-10-2014 08:13:32
253,MLNX-NYYX VC4S001,MIAM/MLNX/TGBUS/USA*NYKC/NYYX/TGBUS/USA VC4S0002,Cancel,818715,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,KBHOWMIK,15-03-2016 12:40:17
254,WV1X-WV1X 1G025,WALL/WV1X/TGBUS/USA*WALL/WV1X/TGBUS/USA 1G0025,Provide,749357,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,TNJYKEP,03-10-2014 15:48:22
255,NYYX-NYYX 1G110,NYKC/NYYX/TGBUS/USA*NYKC/NYYX/TGBUS/USA 1G0110,Provide,795892,918 - TATA COMMUNICATIONS (CANADA) LTD.,*N/A*,,ASATPUTE,05-10-2015 14:16:01
256,LHXX-MOYX 30N002,LNDN/LHXX/TGBUK/GBR*MSCW/MOYX/MZT/RUS 30N0002,Reroute,815506,918 - TATA COMMUNICATIONS (CANADA) LTD.,VTS,,RCHAKRAD,10-03-2016 06:05:18
257,WD5X-WV2X OMS035,MRUA/WV2X/VSNLJ/JPN*WADA/WD5X/FLL/JPN OMS0035,Provide,816580,7039 - RELIANCE FLAG TELECOM IRELAND LIMITED,GSM,,AKARMUR,16-03-2016 07:27:25
258,PJVX-WD5X 10G001,PLAL/PJVX/FLAGN/USA*WADA/WD5X/FLL/JPN 10G0001,Provide,816580,7039 - RELIANCE FLAG TELECOM IRELAND LIMITED,GSM,,AKARMUR,16-03-2016 08:38:20
259,PV4X-U0ZX 1G0001,PITI/PV4X/VSNGU/GUM*SYDN/U0ZX/DAFKL/AUS 1G0001,Provide,805751,25669 - VODAFONE HUTCHISON AUSTRALIA PTY. LTD.,GLOBETH,,PPRABHUD,03-02-2016 14:53:53
260,73NX-8BUX 63N003,SNCL/73NX/ERUIG/USA*SNCL/8BUX/ERUIG/USA 630N0003,Provide,809625,26678 - TATA CONSULTANCY SERVICES LTD.,GSM,,SUDSHIND,14-01-2016 13:31:26
261,VT5X-Y7GX OMS083,VUNX/VT5X/VIPOW/VNM*VUNX/Y7GX/VIPOW/VNM OMS0083,Provide,799448,20011 - VIETTEL GROUP,IRU,,AKARMUR,18-02-2016 13:18:24
262,6B9X-Y7GX 10G065,HNKG/6B9X/VIPOW/HKG*VUNX/Y7GX/VIPOW/VNM 10G0065,Provide,799414,20011 - VIETTEL GROUP,IRU,,AKARMUR,17-02-2016 11:25:37
263,RDBX-Y7GX 10G021,TOYH/RDBX/VIPOW/JPN*VUNX/Y7GX/VIPOW/VNM 10G0021,Provide,799455,20011 - VIETTEL GROUP,IRU,,AKARMUR,19-02-2016 10:20:34
264,GNYX-Y7GX 10G038,SING/GNYX/VIPOW/SGP*VUNX/Y7GX/VIPOW/VNM 10G0038,Provide,799452,20011 - VIETTEL GROUP,IRU,,AKARMUR,15-02-2016 10:30:58
265,GNYX-Y7GX 10G059,SING/GNYX/VIPOW/SGP*VUNX/Y7GX/VIPOW/VNM 10G0059,Provide,799448,20011 - VIETTEL GROUP,IRU,,AKARMUR,18-02-2016 13:15:22
266,GNYX-Y7GX 10G056,SING/GNYX/VIPOW/SGP*VUNX/Y7GX/VIPOW/VNM 10G0056,Provide,799448,20011 - VIETTEL GROUP,IRU,,AKARMUR,18-02-2016 13:15:12
267,GNYX-Y7GX 10G054,SING/GNYX/VIPOW/SGP*VUNX/Y7GX/VIPOW/VNM 10G0054,Provide,799448,20011 - VIETTEL GROUP,IRU,,AKARMUR,18-02-2016 13:15:06
268,6B9X-Y7GX 10G074,HNKG/6B9X/VIPOW/HKG*VUNX/Y7GX/VIPOW/VNM 10G0074,Provide,799414,20011 - VIETTEL GROUP,IRU,,AKARMUR,17-02-2016 11:26:35
269,6B9X-Y7GX 10G070,HNKG/6B9X/VIPOW/HKG*VUNX/Y7GX/VIPOW/VNM 10G0070,Provide,799414,20011 - VIETTEL GROUP,IRU,,AKARMUR,17-02-2016 11:26:22
270,HL5X-W1UX 100M0001,MUMB/HL5X/IOWEB/IND*MUMB/W1UX/SANCH/IND 100M0001,Provide,791904,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,,PPRABHUD,23-08-2015 12:29:22
271,KO1X-KOZX SPVLAN0008,KOLK/KO1X/IOWEB/IND*KOLK/KOZX/VSNL/IND SPVLAN0008,Provide,816369,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,,YSOMI,14-03-2016 12:33:17
272,7VZX-W1UX SPVLAN0033,MUMB/7VZX/IOWEB/IND*MUMB/W1UX/SANCH/IND SPVLAN0033,Cancel,817947,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,,YSOMI,10-03-2016 11:37:56
273,A90X-V90X SPVLAN0058,BGLR/A90X/BHARL/IND*BGLR/V90X/IOWEB/IND SPVLAN0058,Provide,779638,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,,YSOMI,12-08-2015 11:26:49
274,A91X-KM9X SPVLAN029,NOID/A91X/BHARL/IND*NOID/KM9X/IOWEB/IND SPVLAN0029,Cancel,812090,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,,SUDMISHR,01-02-2016 08:35:44
275,A92X-A92X SPVLAN0017,CHNI/A92X/BHARL/IND*CHNI/A92X/BHARL/IND SPVLAN0017,Provide,780116,27048 - VERIZON COMMUNICATIONS INDIA PVT LTD,GLOBETH,,PPRABHUD,05-05-2015 06:59:16
276,3G4X-IM6X 100M002,MUMB/3G4X/WLTTH/IND*MUMB/IM6X/VSNLI/IND 100M0002,Provide,752913,35055 - WAY 2 WEALTH BROKERS PRIVATE LIMITED,LOLA,,AKARMUR,04-03-2015 13:40:34
277,HK2X-TV2X EOS002,CHAW/HK2X/THK/HKG*TOKY/TV2X/VSNLJ/JPN EOS0004,Reroute,760721,22455 - BNP PARIBASNET LIMITED,GLOBETH,,ROVARADE,31-12-2014 06:45:56
278,MMBX-MMBX VMU-ZH1 DL74IROAMA,MUMB/MMBX/VSNL/IND*MUMB/MMBX/VSNL/IND 64K0091,Provide,789585,12719 - M1 LIMITED,VTS,,ANVERMA,28-10-2015 10:09:59
279,MMBX-MMBX VMU-ZH1 DL73IROAMA,MUMB/MMBX/VSNL/IND*MUMB/MMBX/VSNL/IND 64K0089,Provide,789585,12719 - M1 LIMITED,VTS,,ANVERMA,28-10-2015 10:07:16
280,NDLX-NV7X NV7-ZH1 DL74IROAMA,NDLH/NDLX/VSNL/IND*NDLH/NV7X/VSNL/IND 64K0009,Provide,789585,12719 - M1 LIMITED,VTS,,ANVERMA,28-10-2015 09:51:38
281,LAAX-ZU3X 30N004,GZHU/ZU3X/MPTCH/CHN*LOSA/LAAX/TGBUS/USA 30N0004,Reroute,789275,234 - CHINA TELECOM GLOBAL LIMITED,VTS,,ROVARADE,31-08-2015 05:19:40
282,AEQX-L78X 10G005,ASBN/AEQX/TGBUS/USA*LNDN/L78X/TGBUK/GBR 10G0005,Provide,812516,25062 - TATA - BB IP6453,*N/A*,,TNJYKEP,21-03-2016 14:44:55
283,SVWX-SVWX SPVLAN0148,SING/SVWX/VSNLS/SGP*SING/SVWX/VSNLS/SGP SPVLAN0148,Provide,785347,7244 - LEVEL 3 COMMUNICATIONS HONG KONG LIMITED,GLOBETH,,PPRABHUD,25-08-2015 13:04:02
284,4E7X-W1UX 10G0001,MUMB/4E7X/IVGCL/IND*MUMB/W1UX/SANCH/IND 10G0001,Provide,785349,7244 - LEVEL 3 COMMUNICATIONS HONG KONG LIMITED,GLOBETH,,PPRABHUD,26-08-2015 08:36:53
285,L78X-XR4X SPVLAN0001,LNDN/L78X/TGBUK/GBR*MDXX/XR4X/PAREX/GBR SPVLAN0001,Provide,749249,"25573 - PAREXEL INTERNATIONAL, LLC",GSM,,MNIBRAD,08-02-2016 11:21:26
286,L97X-XR4X SPVLAN001,LNDN/L97X/SANCH/GBR*MDXX/XR4X/PAREX/GBR SPVLAN0001,Cancel,749249,"25573 - PAREXEL INTERNATIONAL, LLC",GSM,M6 id: 044UKCI623006021369_152034,HMEKALA,09-02-2016 10:17:02
287,PYEX-Q57X 1G0001,PARS/PYEX/TGFCE/FCE*PAXX/Q57X/EXANQ/FCE 1G0001,Provide,782600,28111 - EXANE LTD,GLOBETH,,PPRABHUD,20-05-2015 08:33:06
288,3M4X-SVWX OMS0007,SING/3M4X/RBVBN/SGP*SING/SVWX/VSNLS/SGP OMS0007,Provide,743061,26666 - GOOGLE ASIA PACIFIC PTE LTD,GSM,,BRAO,04-08-2014 15:00:33
289,3M4X-4M3X 10G0015,HNKG/4M3X/RBVBN/CHN*SING/3M4X/RBVBN/SGP 10G0015,Provide,743062,26666 - GOOGLE ASIA PACIFIC PTE LTD,GSM,,BRAO,05-08-2014 02:55:41
290,AE3X-NW8X OMS002,ASBN/AE3X/EQUIX/USA*NYKC/NW8X/TGBUS/USA OMS0002,Cancel,819495,7136 - NTT AMERICA,GSM,,AKARMUR,16-03-2016 06:43:36
291,L78X-L78X OMS376,LNDN/L78X/TGBUK/GBR*LNDN/L78X/TGBUK/GBR OMS0376,Cancel,816252,7136 - NTT AMERICA,GSM,,AKARMUR,22-02-2016 09:24:25
292,K43X-NW8X OMS001,LOSA/K43X/NTELR/USA*NYKC/NW8X/TGBUS/USA OMS0001,Reroute,817232,23580 - NTT EUROPE LTD.,GSM,,TNYPPEP,26-02-2016 22:30:29
293,MTTX-MVTX 24N126,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0026,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 10:28:09
294,MTTX-MVTX 24N122,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0022,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 10:27:55
295,MTTX-MVTX 24N113,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0013,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 10:27:22
296,MTTX-MVTX 24N111,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0011,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 10:27:15
297,MTTX-MVTX 24N163,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0063,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 12:35:28
298,MTTX-MVTX 24N141,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0041,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 12:34:05
299,MTTX-MVTX 24N132,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0032,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 12:33:31
300,MTTX-MVTX 24N130,MTRL/MVTX/VTL/CAN*MTRL/MTTX/TGB/CAN 24N0030,Provide,815127,12428 - VIDEOTRON G.P.,VTSPREM,,RCHAKRAD,18-02-2016 12:33:24
